Order ID,Category,Amount,ship-state,Qty
403-6876991-8727531,kurta,517.0,KARNATAKA,1
406-5953283-5417167,Top,317.0,GOA,1
403-4282576-6556329,Top,387.0,DELHI,1
408-8965952-3877959,Set,1133.0,KARNATAKA,1
405-0924963-6892360,kurta,382.0,RAJASTHAN,1
405-4163935-9466753,Set,696.0,MAHARASHTRA,1
402-6485277-8122736,Western Dress,771.0,TAMIL NADU,1
407-0113441-3257179,kurta,399.0,KARNATAKA,1
407-0147239-7438720,Top,545.0,RAJASTHAN,1
402-8991382-6917946,kurta,382.0,KERALA,1
171-3294957-2170701,Set,999.0,DELHI,1
403-8288634-2394714,Western Dress,699.0,WEST BENGAL,1
171-0567182-4379552,kurta,459.0,MAHARASHTRA,1
171-7746416-4473967,Set,635.0,KERALA,1
406-2604121-0629166,Top,574.0,MAHARASHTRA,1
402-0111069-0904348,Top,545.0,GUJARAT,1
402-0111069-0904348,Top,574.0,GUJARAT,1
408-7159550-8697952,Set,774.0,TELANGANA,1
171-1293228-4807519,Set,999.0,KARNATAKA,1
408-3415056-9898718,Top,574.0,DELHI,1
403-4508731-6561964,kurta,696.0,KARNATAKA,1
405-0745186-8860311,Ethnic Dress,899.0,MAHARASHTRA,1
406-5544257-8497113,Set,759.0,JHARKHAND,1
408-0738927-1633141,Set,549.0,KARNATAKA,1
405-4625613-9547501,Blouse,665.0,KARNATAKA,1
405-3817826-5127515,Set,653.0,UTTAR PRADESH,1
404-5914802-4010726,Western Dress,699.0,MAHARASHTRA,1
402-5860072-1869930,Set,1133.0,UTTAR PRADESH,1
402-0559134-0792340,Western Dress,690.0,WEST BENGAL,1
404-3717763-5793117,Set,1238.0,BIHAR,1
402-8982887-3649903,Set,788.0,MAHARASHTRA,1
403-6142029-9741957,kurta,459.0,TELANGANA,1
404-1970930-0739542,Set,648.0,HARYANA,1
403-6564632-5485946,Western Dress,899.0,ANDHRA PRADESH,1
171-4535935-6952326,Western Dress,690.0,DELHI,1
405-9744552-5749169,Set,771.0,MAHARASHTRA,1
405-8243761-9909134,kurta,399.0,UTTARAKHAND,1
171-1857396-4029136,Set,888.0,GUJARAT,1
406-0581076-9920349,Top,371.0,MAHARASHTRA,1
171-5977650-8185939,Set,1695.0,HARYANA,1
405-7616058-8212356,kurta,517.0,KARNATAKA,1
171-6341403-0236367,kurta,798.0,UTTAR PRADESH,1
404-4124524-3380334,kurta,526.0,GOA,1
406-7272788-1517151,Set,1149.0,MAHARASHTRA,1
408-3196953-4841926,Set,736.0,MAHARASHTRA,1
171-6444955-3721912,kurta,869.0,UTTAR PRADESH,1
404-8539975-4496334,kurta,301.0,DELHI,1
171-5240125-9837166,Set,666.0,MAHARASHTRA,1
408-9413683-6701107,kurta,517.0,KARNATAKA,1
408-0983067-7147543,Set,666.0,KARNATAKA,1
408-7672493-7795542,kurta,771.0,MAHARASHTRA,1
405-5308715-6345164,Top,574.0,HARYANA,1
405-2509147-1049967,Set,1133.0,JHARKHAND,1
406-6840204-3497109,Set,888.0,KARNATAKA,1
407-8909064-2523557,Saree,686.0,MAHARASHTRA,1
403-2625040-4997113,kurta,499.0,KARNATAKA,1
402-0781596-9113158,Western Dress,885.0,TELANGANA,1
171-7065191-7483512,kurta,764.0,TELANGANA,1
171-7605495-4145955,Western Dress,690.0,MAHARASHTRA,1
408-3030904-2300314,Western Dress,771.0,TAMIL NADU,1
402-3150184-6421935,Ethnic Dress,373.0,KARNATAKA,1
171-7279519-7798700,kurta,517.0,UTTAR PRADESH,1
408-8284329-0833167,kurta,399.0,ANDHRA PRADESH,1
408-8284329-0833167,kurta,523.0,ANDHRA PRADESH,1
408-1100556-5052316,kurta,517.0,ANDHRA PRADESH,1
403-1616438-2417123,Set,1133.0,UTTAR PRADESH,1
408-9991197-3742726,Western Dress,625.0,MAHARASHTRA,1
171-9498994-2552328,kurta,301.0,TAMIL NADU,1
405-9788105-8393914,Western Dress,625.0,MAHARASHTRA,1
406-9605417-6333116,kurta,355.0,MAHARASHTRA,1
406-9605417-6333116,kurta,888.0,MAHARASHTRA,1
406-2335806-2062740,Western Dress,771.0,MAHARASHTRA,1
404-3180362-8487514,kurta,487.0,BIHAR,1
408-6097828-5192368,kurta,487.0,KARNATAKA,1
407-7451870-8433120,kurta,635.0,KARNATAKA,1
406-0982244-3214725,Top,574.0,UTTAR PRADESH,1
408-6848866-4573135,Western Dress,791.0,DELHI,1
408-6914314-7349106,kurta,399.0,KARNATAKA,1
171-2716384-6754725,kurta,380.0,MAHARASHTRA,1
402-5528734-7580364,Set,1186.0,MAHARASHTRA,1
404-0763751-8109902,Western Dress,825.0,TELANGANA,1
404-3306737-2353923,Western Dress,825.0,TELANGANA,1
404-5199781-3609134,Top,599.0,MAHARASHTRA,1
408-7830181-7733112,Western Dress,825.0,MAHARASHTRA,1
404-9576575-9093937,kurta,435.0,UTTAR PRADESH,1
407-7828181-6597967,kurta,1099.0,KERALA,1
407-7828181-6597967,kurta,1099.0,KERALA,1
406-2022100-9249955,Western Dress,885.0,MAHARASHTRA,1
403-7269112-0726724,Top,545.0,DELHI,1
402-7228739-3549937,Set,666.0,MAHARASHTRA,1
405-9347076-9553957,kurta,432.0,MAHARASHTRA,1
403-9423154-5627522,kurta,471.0,TELANGANA,1
405-0493288-6950744,Top,574.0,KARNATAKA,1
402-6912941-6817935,kurta,333.0,TELANGANA,1
408-1156415-5701929,Top,574.0,DELHI,1
408-3615777-2095552,Set,0.0,KARNATAKA,1
402-1236718-0659543,kurta,544.0,KARNATAKA,1
402-1236718-0659543,kurta,487.0,KARNATAKA,1
408-7911322-8922709,Set,899.0,KARNATAKA,1
404-9568410-8436338,Blouse,599.0,RAJASTHAN,1
403-0399305-1699517,Set,440.0,TELANGANA,1
171-7620441-0529940,kurta,399.0,KERALA,1
404-8434682-1706743,kurta,301.0,MAHARASHTRA,1
406-3889302-8873960,kurta,568.0,TAMIL NADU,1
406-0676428-8844301,kurta,431.0,TAMIL NADU,1
404-4868045-4169942,Set,537.0,UTTAR PRADESH,1
404-4331711-5357917,Top,518.0,HARYANA,1
404-4331711-5357917,Top,518.0,HARYANA,1
406-2798200-2948365,kurta,696.0,TAMIL NADU,1
404-8300975-3881969,Western Dress,566.0,KARNATAKA,1
402-2270042-0209104,kurta,544.0,TAMIL NADU,1
171-1944750-5117167,Set,635.0,TELANGANA,1
408-3596658-5585966,kurta,568.0,ANDHRA PRADESH,1
405-0087732-9025922,Set,1349.0,UTTAR PRADESH,1
171-1199760-9405931,kurta,625.0,UTTAR PRADESH,1
404-8703787-7256360,Set,605.0,KARNATAKA,1
406-6248867-8534755,kurta,435.0,MADHYA PRADESH,1
405-3435599-1267563,Western Dress,625.0,PUNJAB,1
405-3435599-1267563,Set,591.0,PUNJAB,1
406-7326274-5083527,Set,788.0,UTTAR PRADESH,1
403-1734143-1643559,kurta,544.0,GUJARAT,1
403-9220770-0007550,Set,962.0,MAHARASHTRA,1
404-9059586-8280312,kurta,568.0,TAMIL NADU,1
403-9446305-7929128,Set,1338.0,MAHARASHTRA,1
403-0503675-7800306,kurta,301.0,GUJARAT,1
405-4799696-7861901,Western Dress,825.0,UTTAR PRADESH,1
404-2255066-4549124,Western Dress,791.0,MAHARASHTRA,1
402-6922777-0748329,kurta,435.0,JHARKHAND,1
405-2496228-7012337,kurta,399.0,ANDHRA PRADESH,1
403-6688295-1934763,Set,641.0,TELANGANA,1
403-8677405-5837941,Top,574.0,TELANGANA,1
405-3771640-3085121,kurta,798.0,MAHARASHTRA,1
402-1123066-9289943,Set,641.0,MAHARASHTRA,1
406-8392029-2305934,Set,560.0,DELHI,1
403-1984837-5820361,kurta,301.0,KARNATAKA,1
404-4140691-4473102,Western Dress,771.0,MAHARASHTRA,1
407-0721756-3149165,Western Dress,771.0,ODISHA,1
405-6912376-2321922,Western Dress,771.0,KERALA,1
405-4452469-4253932,Western Dress,771.0,MADHYA PRADESH,1
405-4452469-4253932,Western Dress,771.0,MADHYA PRADESH,1
405-4452469-4253932,kurta,771.0,MADHYA PRADESH,1
404-1270283-7320364,Western Dress,825.0,DELHI,1
402-1980136-5465948,Western Dress,771.0,TELANGANA,1
406-4798375-1875515,Set,560.0,KARNATAKA,1
406-4798375-1875515,Set,641.0,KARNATAKA,1
408-6351827-5965907,kurta,399.0,TELANGANA,1
406-8063080-7600331,Set,988.0,MAHARASHTRA,1
408-7594649-4460305,kurta,568.0,TELANGANA,1
405-6279233-0381936,Set,1523.0,TAMIL NADU,1
408-4447407-5877964,Set,1099.0,HARYANA,1
402-7791224-8944306,Set,819.0,KERALA,1
408-7262676-6201965,Set,653.0,WEST BENGAL,1
171-2832295-3397162,kurta,471.0,UTTAR PRADESH,1
171-2081682-9687509,kurta,517.0,UTTAR PRADESH,1
171-2081682-9687509,kurta,345.0,UTTAR PRADESH,1
407-1343754-9935515,Western Dress,771.0,TELANGANA,1
403-3420678-4393138,Set,736.0,ANDHRA PRADESH,1
403-7475265-0425901,kurta,399.0,UTTARAKHAND,1
171-0059118-3781121,Set,1149.0,HIMACHAL PRADESH,1
402-8155335-5826713,Set,1556.0,RAJASTHAN,1
402-8155335-5826713,Set,1364.0,RAJASTHAN,1
402-8155335-5826713,Set,949.0,RAJASTHAN,1
171-0655400-6644369,Western Dress,825.0,WEST BENGAL,1
407-9156482-3832357,Western Dress,771.0,KARNATAKA,1
402-5531087-6957949,Set,771.0,MADHYA PRADESH,1
408-3720206-8655524,Set,605.0,KERALA,1
407-3029192-8479565,Top,545.0,RAJASTHAN,1
171-7894129-7679532,Set,788.0,GUJARAT,1
405-1004099-6825132,kurta,487.0,TAMIL NADU,1
408-5855852-5780325,Top,0.0,MAHARASHTRA,1
405-8627670-7389915,kurta,345.0,ANDHRA PRADESH,1
405-1630548-4061908,Set,641.0,KARNATAKA,1
406-3678510-2153924,Top,665.0,DELHI,1
405-2766880-1697109,Set,857.0,MAHARASHTRA,1
171-6799310-7401144,Set,999.0,UTTAR PRADESH,1
404-3436909-5831558,Set,824.0,ASSAM,1
408-5019230-9116318,kurta,523.0,KARNATAKA,1
402-0218254-7081174,kurta,771.0,WEST BENGAL,1
403-9276350-0569905,Western Dress,625.0,ASSAM,1
408-1582679-3062707,Top,0.0,HARYANA,1
404-2520359-3280308,kurta,301.0,KARNATAKA,1
407-7800701-7784323,Set,1099.0,ODISHA,1
407-7927422-6112366,Set,612.0,ODISHA,1
404-8277555-5915522,kurta,771.0,TELANGANA,1
171-6338222-9609110,kurta,599.0,DELHI,1
403-0402361-8008344,Set,1099.0,TAMIL NADU,1
404-1770872-0637966,Top,690.0,TELANGANA,1
405-7908401-0901160,kurta,487.0,MAHARASHTRA,1
408-8098180-8026742,kurta,301.0,MADHYA PRADESH,1
403-2062653-9777905,kurta,487.0,PUNJAB,1
403-2062653-9777905,Western Dress,771.0,PUNJAB,1
408-8359103-5917924,kurta,568.0,UTTAR PRADESH,1
406-7462687-5145925,kurta,771.0,TELANGANA,1
407-0683319-0048349,kurta,469.0,TELANGANA,1
171-5569720-6451521,Set,635.0,TELANGANA,1
402-2328940-3377937,Set,1399.0,MAHARASHTRA,1
406-0362962-2781165,Set,854.0,RAJASTHAN,1
404-2611811-5405145,Set,788.0,CHHATTISGARH,1
407-6833967-8960302,Set,967.0,TELANGANA,1
407-5554014-0881900,kurta,432.0,MAHARASHTRA,1
405-5223049-2679556,Set,630.0,TAMIL NADU,1
405-5223049-2679556,Set,1099.0,TAMIL NADU,1
405-0726857-5649127,Set,832.0,TAMIL NADU,1
405-0726857-5649127,Set,1338.0,TAMIL NADU,1
405-0726857-5649127,Set,899.0,TAMIL NADU,1
406-1791579-4317940,kurta,399.0,TELANGANA,1
404-4956600-3470717,Set,1186.0,GUJARAT,1
406-7785592-4458704,Set,771.0,MADHYA PRADESH,1
405-7590594-5669965,Set,999.0,KARNATAKA,1
406-2393237-7878725,kurta,399.0,TAMIL NADU,1
408-8414366-2909913,Set,759.0,GUJARAT,1
405-6861398-3275529,Set,641.0,TAMIL NADU,1
171-4186429-6865118,Set,568.0,GUJARAT,1
404-3329048-6391532,Set,1068.0,ANDHRA PRADESH,1
402-1728928-7381138,kurta,590.0,PUNJAB,1
171-3494096-7697965,Set,833.0,HARYANA,1
408-1888087-8411530,Set,988.0,UTTAR PRADESH,1
407-8061680-8437148,kurta,399.0,HARYANA,1
408-3423139-1969965,Set,612.0,TELANGANA,1
405-3632749-1635527,Set,888.0,KARNATAKA,1
407-9106661-3201124,kurta,487.0,TAMIL NADU,1
408-5567604-1274705,Set,545.0,TAMIL NADU,1
405-8237904-1221967,Set,1186.0,RAJASTHAN,1
171-5371396-4341107,Western Dress,885.0,JHARKHAND,1
406-9100366-4560361,Set,988.0,UTTAR PRADESH,1
402-0270704-0199537,kurta,487.0,MAHARASHTRA,1
402-7548207-7753159,kurta,709.0,RAJASTHAN,1
171-8796308-0198735,Western Dress,771.0,KERALA,1
405-1756429-4795534,kurta,777.0,CHANDIGARH,1
403-9350242-8905143,Set,612.0,MAHARASHTRA,1
408-1073941-0823507,Set,537.0,HARYANA,1
405-1509471-5938704,Set,857.0,RAJASTHAN,1
404-2836292-0333915,Top,493.0,DELHI,1
405-7666690-8538701,Western Dress,885.0,DELHI,1
407-8364731-6449117,kurta,487.0,TAMIL NADU,1
407-8364731-6449117,kurta,487.0,TAMIL NADU,1
407-8364731-6449117,kurta,487.0,TAMIL NADU,1
407-8364731-6449117,kurta,487.0,TAMIL NADU,1
408-8993788-9419535,kurta,399.0,ANDHRA PRADESH,1
406-9905492-9796351,kurta,925.0,GUJARAT,1
405-2630297-7869913,Top,518.0,UTTAR PRADESH,1
406-3878123-4781169,kurta,325.0,ANDHRA PRADESH,1
402-3609247-6774753,kurta,345.0,MADHYA PRADESH,1
171-9102221-5421941,Set,999.0,UTTAR PRADESH,1
407-4149677-2873924,Set,545.0,KARNATAKA,1
404-4227370-2111562,kurta,771.0,ANDHRA PRADESH,1
403-2374106-4094767,Set,1477.0,ODISHA,1
403-2951241-2565102,Set,967.0,UTTAR PRADESH,1
171-2303735-4512314,kurta,399.0,TELANGANA,1
405-2468992-2354726,kurta,523.0,ASSAM,1
402-6870502-4485128,kurta,665.0,CHHATTISGARH,1
406-9209281-8753969,kurta,469.0,TAMIL NADU,1
407-7024825-2054736,Set,771.0,KARNATAKA,1
402-7802442-8565112,kurta,625.0,CHHATTISGARH,1
407-7238563-4550766,kurta,764.0,JAMMU & KASHMIR,2
407-1901951-0753935,kurta,399.0,KARNATAKA,1
408-9354741-0847532,Set,1349.0,UTTAR PRADESH,1
171-0028340-3013948,Top,493.0,MAHARASHTRA,1
404-4776064-9525951,kurta,382.0,KERALA,1
404-4984277-4047506,Set,635.0,TELANGANA,1
404-4916809-5026764,kurta,471.0,TELANGANA,1
404-2264607-3606708,kurta,382.0,TELANGANA,1
171-6188443-9293903,Western Dress,721.0,MAHARASHTRA,1
171-7658033-7098745,Set,999.0,UTTAR PRADESH,1
405-7552713-5789919,Western Dress,699.0,DELHI,1
402-6237739-6408307,Western Dress,825.0,UTTAR PRADESH,1
402-5544968-0933152,Western Dress,771.0,HARYANA,1
171-5238689-0318717,kurta,399.0,MAHARASHTRA,1
403-5123226-8185154,Top,574.0,HARYANA,1
407-4273284-7359568,Western Dress,825.0,MAHARASHTRA,1
406-7226493-8488324,Western Dress,899.0,MAHARASHTRA,1
406-7649962-7040356,kurta,382.0,WEST BENGAL,1
403-8638824-4995538,kurta,709.0,UTTAR PRADESH,1
408-6625677-8781931,kurta,0.0,WEST BENGAL,1
405-0876853-0089961,kurta,376.0,TAMIL NADU,1
408-7901750-1998743,Set,0.0,TAMIL NADU,1
403-6051043-7948321,Set,988.0,KARNATAKA,1
403-4931294-4884340,Set,641.0,JHARKHAND,1
403-3095437-1341134,kurta,380.0,RAJASTHAN,1
407-2190162-2811523,Western Dress,825.0,KERALA,1
406-3345031-4205930,kurta,499.0,KARNATAKA,1
407-8646296-6365936,Set,635.0,KARNATAKA,1
402-9244011-6942703,kurta,301.0,MAHARASHTRA,1
171-1117565-2957925,Set,999.0,ODISHA,1
171-1117565-2957925,Set,988.0,ODISHA,1
405-0077480-5461937,Set,575.0,TELANGANA,1
405-0077480-5461937,Set,641.0,TELANGANA,1
406-4880187-6176316,kurta,379.0,HARYANA,1
407-2398403-6886732,Western Dress,690.0,WEST BENGAL,1
407-2398403-6886732,Western Dress,699.0,WEST BENGAL,1
407-4318521-9598760,kurta,771.0,TAMIL NADU,1
406-4569918-3039542,Top,529.0,ASSAM,1
408-6853918-1042764,kurta,517.0,MAHARASHTRA,1
407-9519008-0033152,Set,788.0,HARYANA,1
407-4084134-9030718,Set,641.0,HARYANA,1
171-8642800-7805118,Top,493.0,KERALA,1
408-8909932-0666764,Set,631.0,KARNATAKA,1
404-6502481-3673962,Top,574.0,MAHARASHTRA,1
404-0976530-3456318,Top,545.0,MAHARASHTRA,1
404-2277623-5711502,Set,988.0,DELHI,1
404-0100620-8060309,Set,631.0,DELHI,1
171-2542605-5701123,Western Dress,771.0,KERALA,1
171-2542605-5701123,kurta,382.0,KERALA,1
404-1927685-5398724,kurta,709.0,DELHI,1
406-0164441-8753975,Set,635.0,TELANGANA,1
402-3778286-2945127,kurta,574.0,TAMIL NADU,1
408-3220643-3957119,Set,799.0,MAHARASHTRA,1
406-8307954-3192360,kurta,432.0,MAHARASHTRA,1
406-6857684-1213150,Top,545.0,MAHARASHTRA,1
171-5755813-7379506,Set,666.0,WEST BENGAL,1
403-2166180-7476317,Set,1523.0,CHHATTISGARH,1
403-4388742-6285911,kurta,432.0,WEST BENGAL,1
408-5697234-6801111,Western Dress,771.0,WEST BENGAL,1
407-2988224-1963559,Western Dress,771.0,MAHARASHTRA,1
408-7596743-2906753,Western Dress,688.0,MAHARASHTRA,1
404-8330418-1884322,Western Dress,771.0,KARNATAKA,1
408-4409912-0522752,Set,0.0,GUJARAT,1
171-0667139-7010734,kurta,771.0,ODISHA,1
404-0424510-2263524,Western Dress,771.0,KARNATAKA,1
407-4620796-8181168,Western Dress,791.0,MAHARASHTRA,1
171-4901705-8537143,Top,574.0,GUJARAT,1
406-7336005-4956319,Top,690.0,MAHARASHTRA,1
406-5333198-9792328,kurta,771.0,MAHARASHTRA,1
405-9220840-4761131,Western Dress,771.0,KARNATAKA,1
405-3793126-1853942,Top,690.0,TAMIL NADU,1
407-3161719-9319553,kurta,524.0,KARNATAKA,1
408-8437422-4197126,Western Dress,885.0,GUJARAT,1
406-1067427-9029937,Set,582.0,RAJASTHAN,1
404-1075377-3829953,Western Dress,825.0,MAHARASHTRA,1
171-6809167-1361122,kurta,665.0,KARNATAKA,1
405-8672012-7113150,Western Dress,825.0,TELANGANA,1
405-8010408-1987522,Set,771.0,TAMIL NADU,1
408-6168885-0233107,Set,631.0,ANDHRA PRADESH,1
407-9880979-3090702,Western Dress,885.0,UTTARAKHAND,1
406-9734732-4832332,Blouse,625.0,MADHYA PRADESH,1
402-3942752-8817905,Ethnic Dress,690.0,TAMIL NADU,1
403-5418204-4838701,kurta,399.0,MAHARASHTRA,1
406-8019271-4805924,Set,759.0,KARNATAKA,1
403-0248591-7973170,Western Dress,771.0,KARNATAKA,1
403-3831932-8679526,kurta,471.0,RAJASTHAN,1
408-1512770-3061168,Top,371.0,MAHARASHTRA,1
408-0139452-6889164,Western Dress,699.0,KARNATAKA,1
407-8780424-6240346,Set,1072.0,MAHARASHTRA,1
403-9428022-6031521,Set,736.0,HARYANA,1
407-2182443-9076320,Set,854.0,TAMIL NADU,1
171-2560996-0653937,Top,574.0,TELANGANA,1
402-6503017-7700334,Set,736.0,HARYANA,1
407-8118509-6337945,kurta,487.0,TELANGANA,1
407-8118509-6337945,kurta,517.0,TELANGANA,1
403-9164050-7450764,Top,625.0,HARYANA,1
405-5105294-0810725,Top,371.0,DELHI,1
408-3035187-9561168,Set,999.0,ANDHRA PRADESH,1
403-3193428-5117913,Western Dress,999.0,WEST BENGAL,1
408-9576043-4186709,Ethnic Dress,999.0,MAHARASHTRA,1
402-9006016-1482752,Western Dress,885.0,ODISHA,1
405-8890201-0740343,Top,574.0,MAHARASHTRA,1
405-1368705-3222711,Western Dress,899.0,TAMIL NADU,1
408-8821245-2657932,Set,771.0,TELANGANA,1
403-1195326-2283522,Saree,885.0,KARNATAKA,1
171-0447889-4855530,Western Dress,699.0,TELANGANA,1
407-4132669-2106726,Set,666.0,TAMIL NADU,1
405-7979757-9814739,kurta,449.0,HARYANA,1
405-5382830-0363529,kurta,568.0,TAMIL NADU,1
407-0283626-5767549,Set,854.0,TAMIL NADU,1
408-0310644-7242751,kurta,709.0,UTTAR PRADESH,1
402-7808372-5171538,Set,1186.0,ASSAM,1
407-0254293-8759544,Western Dress,665.0,HARYANA,1
405-5336257-8565164,Western Dress,885.0,MAHARASHTRA,1
406-5507331-2164363,kurta,709.0,TAMIL NADU,1
403-0854641-9545961,Set,1186.0,RAJASTHAN,1
402-8463149-2461955,Western Dress,690.0,TAMIL NADU,1
405-7858873-7390769,kurta,399.0,ANDHRA PRADESH,1
406-0051062-7417942,Top,574.0,KERALA,1
403-0641073-0849132,Western Dress,771.0,DELHI,1
406-5289069-2626707,kurta,435.0,UTTARAKHAND,1
404-7875252-2539556,Set,736.0,KERALA,1
408-3776137-8784333,kurta,925.0,KERALA,1
408-3776137-8784333,kurta,798.0,KERALA,1
404-8477377-4542728,Set,666.0,MAHARASHTRA,1
404-1569821-1509109,Set,1349.0,HARYANA,1
405-9542702-1169132,Set,1229.0,MAHARASHTRA,1
405-0413954-8493911,Set,1186.0,MAHARASHTRA,1
403-9131007-2330716,kurta,635.0,KARNATAKA,1
171-8895054-6202732,Set,631.0,MAHARASHTRA,1
405-8462758-7127534,kurta,517.0,KARNATAKA,1
406-1301408-3773160,Western Dress,885.0,PUNJAB,1
407-0756454-1272356,kurta,399.0,TELANGANA,1
171-8795272-4940342,Western Dress,699.0,MAHARASHTRA,1
171-1952738-1986732,kurta,382.0,MAHARASHTRA,1
403-4853744-9006707,kurta,635.0,DELHI,1
407-1756600-5681160,Set,857.0,WEST BENGAL,1
171-8544852-1642702,Western Dress,661.0,MAHARASHTRA,1
408-2535362-3777968,Top,574.0,ANDHRA PRADESH,1
405-1330668-9593921,Top,574.0,DELHI,1
407-8874408-3752360,Top,518.0,DELHI,1
403-3473399-0495552,Set,599.0,MAHARASHTRA,1
408-6387324-6792326,Set,537.0,ODISHA,1
405-5013376-3797901,Set,852.0,TAMIL NADU,1
404-4698932-9331558,Set,641.0,KARNATAKA,1
404-5906872-7929909,Set,936.0,ANDHRA PRADESH,1
171-8373191-5453941,Set,631.0,MAHARASHTRA,1
407-5562491-2421117,kurta,471.0,MAHARASHTRA,1
403-2538003-2558758,kurta,1099.0,HARYANA,1
407-3324851-2424311,kurta,435.0,UTTAR PRADESH,1
404-3408832-5751522,Western Dress,989.0,TAMIL NADU,1
403-4780325-1569955,Set,545.0,KARNATAKA,1
406-4529917-9262739,Western Dress,771.0,UTTAR PRADESH,1
171-2397538-4963557,kurta,382.0,KERALA,1
171-8080829-4105948,kurta,459.0,TAMIL NADU,1
403-6758632-2862742,kurta,418.0,CHHATTISGARH,1
404-3818289-6139550,Western Dress,885.0,KARNATAKA,1
404-3818289-6139550,Western Dress,579.0,KARNATAKA,1
402-2545596-5145938,kurta,568.0,MAHARASHTRA,1
407-1259364-5201930,Set,1349.0,UTTAR PRADESH,1
403-0830649-6797136,Set,1133.0,WEST BENGAL,1
406-1691611-2736359,Set,528.0,GOA,1
405-9321938-6524316,Set,857.0,KARNATAKA,1
406-2436537-7780340,kurta,544.0,TELANGANA,1
171-3735640-0722767,Set,599.0,KARNATAKA,1
406-5270884-8801925,Set,666.0,KARNATAKA,1
402-3296736-5994700,kurta,587.0,TELANGANA,1
408-0998163-3265910,kurta,517.0,KARNATAKA,1
407-8318719-9531529,Top,599.0,MAHARASHTRA,1
406-9054914-7115566,kurta,301.0,KARNATAKA,1
408-9774137-7004365,Top,574.0,GOA,1
406-6742113-7321961,kurta,798.0,WEST BENGAL,1
406-6100007-3817954,Set,999.0,TAMIL NADU,1
403-2773740-8563526,kurta,777.0,WEST BENGAL,1
407-6552274-0330721,kurta,635.0,TAMIL NADU,1
171-5934484-6876314,kurta,399.0,KERALA,1
407-5041103-4581155,Set,429.0,KARNATAKA,1
407-7739240-9937917,Top,513.0,KERALA,1
408-6151435-7677931,Set,999.0,ODISHA,1
405-9707123-5557948,Set,899.0,MANIPUR,1
402-2516767-4269142,Western Dress,625.0,MAHARASHTRA,1
408-4133997-5163556,kurta,709.0,RAJASTHAN,1
402-5832729-3792315,Top,545.0,MAHARASHTRA,1
407-2595089-9744328,Western Dress,771.0,TELANGANA,1
405-9673565-0533906,Western Dress,885.0,TAMIL NADU,1
404-2356510-5916308,Set,666.0,TAMIL NADU,1
402-7634059-3564333,Set,648.0,MAHARASHTRA,1
405-4072647-3161919,Top,665.0,TAMIL NADU,1
408-4018747-4459524,Top,574.0,DELHI,1
408-4018747-4459524,Top,545.0,DELHI,1
402-1648917-1529928,Set,635.0,MADHYA PRADESH,1
408-3439780-6804322,Ethnic Dress,999.0,GUJARAT,1
407-4374525-8213958,Set,1349.0,UTTAR PRADESH,1
407-4374525-8213958,Set,1186.0,UTTAR PRADESH,1
171-6308278-7033921,kurta,709.0,KERALA,1
171-6308278-7033921,kurta,811.0,KERALA,1
406-4227946-6744325,Set,635.0,MAHARASHTRA,1
402-1029192-4124368,kurta,399.0,HARYANA,1
407-1474755-7968355,Blouse,418.0,UTTAR PRADESH,1
406-7573643-6857135,Set,850.0,DELHI,1
405-6575585-9639514,Set,599.0,TELANGANA,1
404-6434137-1920315,Western Dress,625.0,ASSAM,1
407-1361972-4082764,Set,759.0,MAHARASHTRA,1
402-4749106-5697909,Western Dress,771.0,KERALA,1
404-7691103-6100369,kurta,435.0,MAHARASHTRA,1
408-3453523-5858701,Set,888.0,UTTAR PRADESH,1
171-7281042-8929968,Set,495.0,MAHARASHTRA,1
407-9187916-6183506,Set,850.0,DELHI,1
407-9187916-6183506,Set,429.0,DELHI,1
407-9187916-6183506,Set,949.0,DELHI,1
408-6160248-0514727,kurta,399.0,DELHI,1
404-7095585-7641142,Set,1133.0,WEST BENGAL,1
404-7095585-7641142,Set,1349.0,WEST BENGAL,1
402-4804386-8940301,Set,1349.0,UTTARAKHAND,1
402-0256775-8722770,Top,434.0,DELHI,1
406-4252041-4083539,Western Dress,791.0,KARNATAKA,1
403-1413223-5624339,Western Dress,825.0,TELANGANA,1
406-2774250-3433127,Western Dress,771.0,KERALA,1
403-1631801-4738736,Top,545.0,WEST BENGAL,1
404-7977837-5646702,Set,759.0,KARNATAKA,1
405-1769698-1548361,kurta,382.0,TAMIL NADU,1
402-4346495-6413153,Western Dress,771.0,KERALA,1
171-6277060-9563501,Set,1238.0,KARNATAKA,1
404-2238176-4218757,Western Dress,771.0,BIHAR,1
408-2455982-4833120,kurta,1099.0,UTTAR PRADESH,1
405-4108027-5833158,kurta,469.0,UTTARAKHAND,1
402-3661533-4336347,Western Dress,771.0,MAHARASHTRA,1
402-8791596-6266764,Set,635.0,GUJARAT,1
402-5292153-7044342,Western Dress,771.0,KERALA,1
404-4686145-0609141,Set,684.0,TELANGANA,1
403-1654520-8143538,Western Dress,885.0,TELANGANA,1
171-5470484-8444325,kurta,764.0,ANDHRA PRADESH,1
404-5676899-4065131,kurta,449.0,TAMIL NADU,1
404-9408706-9661113,kurta,382.0,TAMIL NADU,1
405-8545842-2774723,kurta,301.0,HARYANA,1
405-8545842-2774723,kurta,301.0,HARYANA,1
405-8545842-2774723,kurta,301.0,HARYANA,1
406-8278548-4948332,Set,641.0,HARYANA,1
403-0162399-6981958,Set,537.0,MAHARASHTRA,1
